tStart, tEnd, accentuation
0.000000, 0.436542, 0
0.000000, 0.808057, 0
0.000000, 1.196985, 0
0.000000, 1.620744, 0
0.000000, 2.125795, 0
0.000000, 2.655958, 0
0.000000, 3.181846, 0
0.000000, 3.707734, 0.9
0.000000, 4.232393, 0.8
0.000000, 4.758281, 0
0.000000, 5.288157, 0
0.000000, 5.806219, 0.9
0.000000, 6.335657, 0
0.000000, 6.868214, 0
0.000000, 7.385551, 0
0.000000, 7.909050, 0.9
0.000000, 8.434939, 0.8
0.000000, 8.960827, 0
0.000000, 9.490990, 0
0.000000, 10.012603, 0.9
0.000000, 10.540596, 0
0.000000, 11.066484, 0
0.000000, 11.592372, 0
0.000000, 12.122536, 0.9
0.000000, 12.639873, 0.8
0.000000, 13.169894, 0
0.000000, 13.700058, 0
0.000000, 14.217395, 0.9
0.000000, 14.747559, 0
0.000000, 15.280840, 0
0.000000, 15.806729, 0
0.000000, 16.319790, 0.9
0.000000, 16.846549, 0.8
0.000000, 17.375772, 0
0.000000, 17.897384, 0.6
0.000000, 18.417549, 0.9
0.000000, 18.964815, 0
0.000000, 19.477298, 0
0.000000, 19.997607, 0
0.000000, 20.532046, 0.8
0.000000, 21.057934, 0
0.000000, 21.577450, 0
0.000000, 22.099063, 0.5
0.000000, 22.629227, 0.9
0.000000, 23.167941, 0
0.000000, 23.689554, 0
0.000000, 24.215442, 0
0.000000, 24.741330, 0
