tStart, tEnd, accentuation
0.000000, 0.541031, 0
0.000000, 1.475621, 0
0.000000, 2.386992, 0.8
0.000000, 3.436900, 0.8
0.000000, 4.490122, 0.9
0.000000, 5.544687, 0.8
0.000000, 6.578650, 0.8
0.000000, 7.619847, 0.8
0.000000, 8.700020, 0.9
0.000000, 9.733206, 0.8
0.000000, 10.792851, 0.8
0.000000, 11.840178, 0.8
0.000000, 12.899148, 0.9
0.000000, 13.940345, 0.8
0.000000, 14.996750, 0.8
0.000000, 16.046624, 0.8
0.000000, 17.106327, 0.9
0.000000, 18.156200, 0.8
0.000000, 19.197397, 0.9
0.000000, 20.254764, 0.9
0.000000, 21.313315, 0.9
0.000000, 22.364728, 0.9
0.000000, 23.410264, 0.9
0.000000, 24.464553, 0.9
